inn,profile,proxy_target,synthetic_default,llm_reason
1601009666.0,"зрелая компания. убыточный бизнес, активный рост выручки. критический риск (отрицательный капитал при наличии долгов). Деятельность ведется в сфере: Предоставление прочих услуг, локация: tatarstan.",0,1.0,"Компания находится в зрелой фазе, но убыточный бизнес с активным ростом выручки указывает на неэффективное управление затратами. Отрицательный капитал при наличии долгов создает критический риск дефолта: даже при росте выручки компания не может покрыть обязательства из собственных средств, что приведет к банкротству. В условиях региональной специфики Татарстана (низкая ликвидность, зависимость от местных заказчиков) убыточность и рост долга усиливают вероятность дефолта."
1603001800.0,"старая укоренившаяся компания. убыточный бизнес, стагнирующая/стабильная выручка. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Сельское хозяйство и охота, локация: tatarstan.",0,1.0,"Несмотря на финансовую устойчивость (капитал покрывает долги), убыточный бизнес в сельском хозяйстве Татарстана создает системный риск. Сезонные колебания урожайности, зависимость от цен на сельскохозяйственные товары и возможное снижение спроса на продукцию (например, из-за экологических ограничений или перехода на импорт) могут привести к хроническому дефициту операционного денежного потока. Даже стабильная выручка не компенсирует убытки в долгосрочной перспективе, что увеличивает вероятность дефолта."
1604008702.0,"старая укоренившаяся компания. прибыльный бизнес, активный рост выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Обрабатывающие производства, локация: tatarstan.",0,0.0,"Компания имеет стабильный прибыльный бизнес в регионе с развитой инфраструктурой (Татарстан), что снижает риск дефолта. Однако высокий рост выручки может быть связан с временной спекуляцией на сырьевых ценах или зависимостью от государственных заказов, что увеличивает волатильность. Финансовая устойчивость (капитал покрывает долги) компенсирует риски, но долгосрочная стабильность зависит от диверсификации клиентской базы и снижения зависимости от сырьевых цен."
1604010557.0,"зрелая компания. прибыльный бизнес, активный рост выручки. высокая долговая нагрузка (закредитованность). Деятельность ведется в сфере: Профессиональная и научная деятельность, локация: tatarstan.",0,1.0,"Высокая долговая нагрузка в сочетании с активным ростом выручки в научной сфере может привести к дестабилизации финансовой структуры. В условиях региональной зависимости (Татарстан) и возможного снижения государственной поддержки, даже прибыльный бизнес может столкнуться с проблемами покрытия процентных платежей по долгам, особенно если ликвидность (current ratio = last_cap / last_debt) ниже 1.5."
1605000760.0,"старая укоренившаяся компания. прибыльный бизнес, активный рост выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Сельское хозяйство и охота, локация: tatarstan.",0,1.0,"Несмотря на активный рост выручки и финансовую устойчивость, компания работает в сельскохозяйственной сфере Татарстана, где зависимость от погодных условий, цен на продукты и государственных субсидий создает системные риски. Даже прибыльный бизнес может столкнуться с дефолтом из-за сезонного характера производства, возможного снижения спроса или ухудшения ликвидности в случае падения цен на сельскохозяйственные товары."
1608010332.0,"зрелая компания. убыточный бизнес, сильное падение выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Торговля и ремонт автотранспорта, локация: tatarstan.",0,1.0,"Несмотря на финансовую устойчивость (капитал покрывает долги), сильное падение выручки в условиях убыточного бизнеса указывает на систематическое снижение спроса на услуги автосервиса и торговлю запчастями. В Татарстане, где зависимость от локального рынка высока, падение выручки может быть связано с экономическим спадом или ухудшением состояния автопарка населения. Убыток в условиях роста долговых обязательств (даже если текущие долги покрыты капиталом) создает риск накопления скрытых финансовых потерь, что в долгосрочной перспективе приведет к дефолту."
1609003930.0,"старая укоренившаяся компания. прибыльный бизнес, сильное падение выручки. высокая долговая нагрузка (закредитованность). Деятельность ведется в сфере: Торговля и ремонт автотранспорта, локация: tatarstan.",0,1.0,"Высокая долговая нагрузка и падение выручки создают критический риск дефолта даже при положительной операционной прибыли. В условиях сегментированного рынка автосервиса в Татарстане (где конкуренция и сезонность снижают ликвидность), падение выручки приводит к росту долга/капитала, что увеличивает финансовые обязательства. Прибыльный бизнес может не справляться с покрытием процентов по кредитам при ухудшении денежных потоков, особенно если собственный капитал не растет быстрее долговых обязательств."
1609037094.0,"зрелая компания. прибыльный бизнес, активный рост выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Сельское хозяйство и охота, локация: tatarstan.",0,1.0,"Несмотря на прибыльный бизнес и рост выручки, сельское хозяйство в Татарстане подвержено сезонным колебаниям цен на сельскохозяйственные товары (например, падение цен на зерно из-за перепроизводства или снижение спроса на экспорт). Даже при устойчивом капитале и текущих обязательствах, зависимость от климатических условий и глобальных рынков может привести к резкому падению выручки. Компания не учла риски диверсификации: если её бизнес сосредоточен на одном сельскохозяйственном продукте, уязвимость к ценовым колебаниям и экологическим ограничениям (например, введение запрета на пестициды) может вызвать дефолт."
1609037601.0,"зрелая компания. прибыльный бизнес, активный рост выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Торговля и ремонт автотранспорта, локация: tatarstan.",0,0.0,"Несмотря на стабильную финансовую позицию и рост выручки, компания в сфере автотранспорта в Татарстане сталкивается с риском снижения спроса из-за ухудшения макроэкономической ситуации в регионе. Рост выручки может быть обусловлен временной дешевизной кредитов или ростом числа автомобилей, но прибыльность не гарантирует устойчивость к падению спроса на ремонт и запчасти. В условиях сокращения ликвидности в регионе (например, из-за снижения доходов населения) компания может столкнуться с ростом дебиторской задолженности и ухудшением ликвидности."
1609037640.0,"зрелая компания. убыточный бизнес, активный рост выручки. высокая долговая нагрузка (закредитованность). Деятельность ведется в сфере: Сельское хозяйство и охота, локация: tatarstan.",0,1.0,"Активный рост выручки в условиях убыточного бизнеса в сельском хозяйстве может быть признаком низкой маржи или зависимость от сезонных факторов (например, климатических условий Татарстана). Высокая долговая нагрузка и отрицательный финансовый результат создают риск дефолта: даже при росте выручки компания не может покрыть проценты по кредитам без устойчивой прибыли. Низкий собственный капитал (last_cap) усиливает ликвидность-риск, особенно в условиях возможных колебаний цен на сельскохозяйственные товары или экологических кризисов."
1609038348.0,"зрелая компания. прибыльный бизнес, сильное падение выручки. высокая долговая нагрузка (закредитованность). Деятельность ведется в сфере: Торговля и ремонт автотранспорта, локация: tatarstan.",0,1.0,"Высокая долговая нагрузка в условиях сильного падения выручки создает критический риск дефолта. В зрелой компании с прибыльным бизнесом снижение выручки (например, из-за спада спроса на автомобили в Татарстане) приводит к ухудшению денежных потоков. Если долговая нагрузка (last_debt) превышает собственный капитал (last_cap), компания не сможет покрыть обязательства без дополнительного финансирования, что увеличивает вероятность банкротства. Даже прибыльный бизнес в условиях низкой ликвидности и высоких процентных платежей может столкнуться с дефицитом средств для погашения долгов."
1611003536.0,"старая укоренившаяся компания. прибыльный бизнес, активный рост выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Сельское хозяйство и охота, локация: tatarstan.",0,0.0,"Несмотря на прибыльный бизнес и финансовую устойчивость, в сельском хозяйстве Татарстана рост выручки может быть связан с сезонными колебаниями цен на зерно/продукты. Если компания не имеет стабильного контрактного спроса (например, на экспорт), падение мировых цен или климатические катаклизмы (сухость, наводнения) могут резко снизить прибыль. Даже при покрытии долгов, высокая зависимость от сырьевой выручки и сезонности делает риск дефолта неочевидным, но существенным."
1611007308.0,"старая укоренившаяся компания. прибыльный бизнес, активный рост выручки. высокая долговая нагрузка (закредитованность). Деятельность ведется в сфере: Здравоохранение и социальные услуги, локация: tatarstan.",0,1.0,"Высокая долговая нагрузка в условиях сектора здравоохранения, где зависимость от государственных контрактов и социальных программ усиливает риски. Рост выручки может быть обусловлен увеличением долга, а не улучшением ликвидности. В Татарстане, где бюджетные ограничения могут сокращать объемы госзакупок, компания сталкивается с риском снижения денежных потоков при росте долговых обязательств."
1611289660.0,"старая укоренившаяся компания. прибыльный бизнес, стагнирующая/стабильная выручка. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Профессиональная и научная деятельность, локация: tatarstan.",0,1.0,"Несмотря на стабильную выручку и финансовую устойчивость, компания в сфере профессиональной и научной деятельности в Татарстане может столкнуться с риском дефолта из-за зависимости от государственных контрактов и ограниченного потенциала роста. В условиях возможных сокращений бюджетных инвестиций в науку или технологических сдвигов, даже прибыльный бизнес может потерять конкурентоспособность без адаптации к изменениям."
1612006459.0,"старая укоренившаяся компания. прибыльный бизнес, активный рост выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Сельское хозяйство и охота, локация: tatarstan.",0,1.0,"Несмотря на прибыльный бизнес и рост выручки, сельское хозяйство в Татарстане подвержено сезонным колебаниям урожайности, зависимости от цен на экспортные товары (например, зерно) и климатическим рискам. Даже если капитал покрывает долги сейчас, рост выручки может быть обусловлен временной выгодой от государственных субсидий или дешёвых кредитов, а не устойчивым спросом. В условиях возможного падения цен на сельскохозяйственные товары или санкций (например, ограничений на экспорт), компания может столкнуться с резким снижением денежных потоков, что приведёт к дефолту."
1612008791.0,"зрелая компания. прибыльный бизнес, активный рост выручки. высокая долговая нагрузка (закредитованность). Деятельность ведется в сфере: Строительство, локация: tatarstan.",0,1.0,"Высокая долговая нагрузка в строительной отрасли Татарстана сочетается с ростом выручки, но прибыльный бизнес может быть под угрозой из-за нестабильности регионального рынка. Строительство требует значительных инвестиций и долгосрочных обязательств, а в условиях возможной снижения спроса или политической неопределенности (например, зависимость от местных заказчиков) рост выручки может не компенсировать риски дефолта. Даже прибыльный бизнес с высоким долгом сталкивается с риском ухудшения ликвидности и финансовой устойчивости, что повышает вероятность кредитного дефолта."
1612009690.0,"зрелая компания. убыточный бизнес, активный рост выручки. высокая долговая нагрузка (закредитованность). Деятельность ведется в сфере: Обрабатывающие производства, локация: tatarstan.",0,1.0,"Комбинация убыточного бизнеса и высокой долговой нагрузки создает рискованную структуру капитала. Рост выручки в обрабатывающих производствах Татарстана может быть неэффективным из-за низкой маржинальности, что приводит к увеличению финансовых обязательств. В условиях макроэкономической нестабильности (например, рост цен на сырьё или снижение спроса) компания не сможет покрыть долговые платежи без прибыли, что повышает вероятность дефолта."
1614008684.0,"старая укоренившаяся компания. прибыльный бизнес, сильное падение выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Обрабатывающие производства, локация: tatarstan.",0,1.0,"Несмотря на финансовую устойчивость и прибыльный бизнес, сильное падение выручки в условиях зависимой от сырьевой экономики Татарстана может указывать на системные риски. Обрабатывающие производства в регионе часто зависят от спроса на экспорт и локальных потребительских рынков, которые могут сокращаться из-за снижения инвестиций или санкционного давления. Даже при покрытии долгов, падение выручки может привести к убыткам, если компания не успеет адаптировать модель дохода к новым условиям."
1614013613.0,"зрелая компания. прибыльный бизнес, активный рост выручки. высокая долговая нагрузка (закредитованность). Деятельность ведется в сфере: Транспортировка и хранение, локация: tatarstan.",0,1.0,"Высокий рост выручки в условиях зрелого бизнеса в транспорте и логистике может быть связан с увеличением долговой нагрузки, что приводит к росту финансовых расходов. В Татарстане зависимость от сырьевых рынков и государственных контрактов усиливает нестабильность денежных потоков. Если чистая прибыль не покрывает проценты по долгам, компания может столкнуться с дефицитом ликвидности даже при росте выручки."
1615012210.0,"зрелая компания. прибыльный бизнес, активный рост выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Обрабатывающие производства, локация: tatarstan.",0,0.0,"Активный рост выручки в обрабатывающих производствах Татарстана может быть связан с зависимостью от государственных заказов и локальных рынков. Если компания не инвестирует прибыль в модернизацию оборудования или расширение产能 (например, из-за высоких ставок по кредитам), это создает риск снижения производительности при росте сырьевой зависимости. В условиях санкций и утечки квалифицированных кадров в регионе, даже финансово устойчивая компания может столкнуться с дефицитом рабочей силы, что приведет к снижению объемов производства и росту долговой нагрузки."
1615014962.0,"зрелая компания. убыточный бизнес, активный рост выручки. критический риск (отрицательный капитал при наличии долгов). Деятельность ведется в сфере: Профессиональная и научная деятельность, локация: tatarstan.",0,1.0,"Компания находится в зрелой стадии, но убыточный бизнес с активным ростом выручки указывает на неэффективное управление затратами. Отрицательный капитал при наличии долгов создает критический риск дефолта: даже при росте выручки отсутствие собственного капитала делает компанию зависимой от внешнего финансирования, что в условиях ограниченного доступа к кредитам (особенно для научных/профильных сфер в регионе) приведет к банкротству."
1615015074.0,"зрелая компания. убыточный бизнес, активный рост выручки. высокая долговая нагрузка (закредитованность). Деятельность ведется в сфере: Торговля и ремонт автотранспорта, локация: tatarstan.",0,1.0,"Высокая долговая нагрузка в условиях убыточного бизнеса и активного роста выручки создает риск дефолта. В Татарстане спад спроса на автосервисы из-за экономической нестабильности может привести к снижению выручки, что усугубит финансовую нагрузку. Компания не успевает покрыть обязательства за счет роста выручки, что делает её уязвимой для макроэкономических шоков."
1616004808.0,"старая укоренившаяся компания. прибыльный бизнес, активный рост выручки. высокая долговая нагрузка (закредитованность). Деятельность ведется в сфере: Операции с недвижимостью, локация: tatarstan.",0,1.0,"Высокая долговая нагрузка (last_debt) в условиях активного роста выручки (revenue_trend_pct > 0) создает риск дестабилизации финансовой структуры. В сфере недвижимости в Татарстане, где экономика зависит от нефтяной промышленности и регулируемых рынков, рост выручки может быть временным или зависимым от внешних факторов (например, спроса на жильё). Если долговая нагрузка превышает способность компании генерировать ликвидные средства, даже прибыльный бизнес может столкнуться с дефицитом капитала (last_cap), что увеличивает вероятность дефолта. Низкий собственный капитал усугубляет риски в условиях нестабильности региональной экономики."
1616018261.0,"старая укоренившаяся компания. убыточный бизнес, сильное падение выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Водоснабжение и утилизация отходов, локация: tatarstan.",0,1.0,"Компания работает в секторе ЖКХ, где государственные контракты обеспечивают стабильность, но убыточный бизнес и падение выручки указывают на снижение спроса или рост издержек. Финансовая устойчивость (капитал покрывает долги) позволяет избежать краткосрочного дефолта, но долгосрочная убыточность и падение выручки могут привести к истощению резервов. В условиях возможной реформы регулирования или сокращения бюджетных расходов на ЖКХ в Татарстане риск дефолта возрастает, так как компания не может компенсировать убытки без внешних инвестиций или пересмотра модели бизнеса."
1616030050.0,"зрелая компания. прибыльный бизнес, активный рост выручки. высокая долговая нагрузка (закредитованность). Деятельность ведется в сфере: Строительство, локация: tatarstan.",0,1.0,"Высокая долговая нагрузка в условиях активного роста выручки и прибыльного бизнеса может привести к дефолту из-за рисков неплатежей по краткосрочным обязательствам. В строительной отрасли Татарстана, где зависимость от государственных инвестиций и инфраструктурных проектов высока, рост долга без соответствующего увеличения собственного капитала создает уязвимость: при падении спроса или росте процентных ставок компания не сможет покрыть обязательства, даже если бизнес прибыльный. Это особенно актуально для зрелых компаний с низкой ликвидностью активов в строительстве."
